arquivo,titulo,subtitulo,data_publicacao,data_atualizacao,tags,dateline,nome_operacao_encontrado,identidade_canonica,classificacao,crimes_mais_presentes,modus_operandi,fonte_classificacao,confianca_regex
pf-deflagra-operacao-para-combater-abuso-sexual-infanto-juvenil-em-goias-a880bd8e.md,PF deflagra operação para combater abuso sexual infantojuvenil em Goiás,Operação Safe Childhood busca combater redes de compartilhamento de material ilícito na internet,23/09/2025,23/09/2025,"[""Operação PF"", ""Jataí"", ""Goiás""]",Jataí/GO.,Safe Childhood,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-deflagra-operacao-para-combater-abuso-sexual-infantojuvenil-b2cb0e98.md,PF deflagra operação para combater abuso sexual infantojuvenil,Foram cumpridos mandados de busca e apreensão na cidade de Santa Tereza do Oeste/PR,06/08/2024,,"[""Operação PF"", ""Paraná"", ""Abuso sexual infantojuvenil""]",Cascavel/PR.,Protego Infante,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-abuso-sexual-infantojuvenil-no-acre-afd280a8.md,PF deflagra operação para combater abuso sexual infantojuvenil no Acre,Mandado de busca e apreensão foi cumprido em Tarauacá,15/10/2024,,"[""Operação PF"", ""Acre"", ""Abuso sexual infantojuvenil""]",Cruzeiro do Sul/AC.,Guardiao,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-deflagra-operacao-para-combater-ao-abuso-sexual-infantojuvenil-db824284.md,PF deflagra operação para combater o abuso sexual infantojuvenil,"Na ação, foram cumpridos mandados de busca e apreensão no estado de São Paulo",26/06/2025,,"[""Operação PF"", ""Polícia Federal"", ""São Paulo""]",Campinas/SP.,Mao Protetora,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""exames_periciais"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-deflagra-operacao-para-combater-ataques-ciberneticos-contra-a-universidade-federal-do-piaui-4a05b385.md,PF deflagra operação para combater ataques cibernéticos contra a Universidade Federal do Piauí,As investigações identificaram o suposto mandante e os hackers contratados para realização dos ataques,09/09/2025,,"[""Piauí"", ""Operação PF""]",Teresina/PI.,Hackback,crimes_ciberneticos_financeiros,Por crime,"[""crimes_ciberneticos_financeiros""]","[""busca_apreensao""]",regex,0.9
pf-deflagra-operacao-para-combater-atos-antidemocraticos-no-ceara-d3f30c37.md,PF deflagra operação para combater atos antidemocráticos no Ceará,São cumpridos 32 mandados de busca e apreensão em três estados,30/03/2023,30/03/2023,"[""Operação PF"", ""Ceará"", ""Atos Anti-Democráticos""]",Fortaleza/CE,Impavido Colosso,crimes_armas,Por crime,"[""crimes_armas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias""]",regex,0.922
pf-deflagra-operacao-para-combater-comercializacao-ilegal-de-anabolizantes-no-espirito-santo-07900b3d.md,PF deflagra operação para combater comercialização ilegal de anabolizantes no Espírito Santo,"Na ação, foram apreendidos cerca de 37 frascos de substâncias anabolizantes e o celular do investigado",29/01/2026,29/01/2026,"[""Operação PF"", ""Polícia Federal"", ""Comercialização ilegal"", ""Espírito Santo""]",Cachoeiro de Itapemirim/ES.,,crime_comercializacao_medicamentos_nao_autorizados,Por crime,"[""comercializacao_medicamentos_nao_autorizados""]","[""busca_apreensao"", ""comercializacao"", ""prisao""]",regex,0.92
pf-deflagra-operacao-para-combater-comercializacao-ilegal-de-medicamentos-abortivos-no-espirito-santo-99747640.md,PF deflagra operação para combater comercialização ilegal de medicamentos abortivos no Espírito Santo,Foram apreendidos os medicamentos e um celular para análise pericial,11/09/2025,,"[""Operação PF"", ""Cachoeiro do Itapemirim"", ""Espírito Santo""]",Cachoeiro de Itapemirim /ES.,,crime_comercializacao_medicamentos_nao_autorizados,Por crime,"[""comercializacao_medicamentos_nao_autorizados""]","[""comercializacao""]",regex,0.9
pf-deflagra-operacao-para-combater-contrabando-de-cigarros-081a6303.md,PF deflagra operação para combater contrabando de cigarros,Foram cumpridos três mandados de busca e apreensão na capital na capital de Rondônia,10/08/2023,,"[""RO"", ""Operação PF"", ""Contrabando de cigarro""]",Porto Velho/RO.,Fumus Delicti,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-contrabando-de-cigarros-no-espirito-santo-2819db00.md,PF deflagra operação para combater contrabando de cigarros no Espírito Santo,Ação visa desmantelar esquema de distribuição de produtos ilícitos no estado,22/01/2026,22/01/2026,"[""Espírito Santo"", ""Operação PF""]",Vitória/ES.,Sem Filtro,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-contrabando-de-ouro-e-lavagem-de-capitais-324609f4.md,PF deflagra operação para combater contrabando de ouro e lavagem de capitais,Valores financeiros movimentados pelos investigados superam a quantia de R$ 40 milhões,11/07/2024,,"[""Roraima"", ""Operação PF""]",Boa Vista/RR.,Aureus,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""atuacao_online""]",regex,0.95
pf-deflagra-operacao-para-combater-corrupcao-e-lavagem-de-dinheiro-1-1add3ac4.md,PF deflagra operação para combater corrupção e lavagem de dinheiro,"Operação Igapó cumpre 31 mandados de busca e apreensão, expedidos pelo STF, em Brasília/DF e no Pará",16/12/2025,16/12/2025,"[""Distrito Federal"", ""Operação PF"", ""Destaque""]",Brasília/DF.,Igapo,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-corrupcao-eleitoral-bda9b0f5.md,PF deflagra operação para combater corrupção eleitoral,Foram cumpridos cinco mandados de busca e apreensão em Rio Branco,13/09/2024,,"[""Operação PF"", ""Acre"", ""Corrupção eleitoral""]",Rio Branco/AC.,Temis,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""crime_eleitoral""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-corrupcao-eleitoral-na-regiao-dos-lagos-4aa122a5.md,PF deflagra operação para combater corrupção eleitoral na Região dos Lagos,"A ação visa repreender esquemas de compra de votos nas cidades de Cabo Frio e São Pedro da Aldeia, incluindo a prática de agendamento de consultas médicas em hospital municipal a troco de votos",20/05/2025,,"[""Operação PF"", ""Polícia Federal"", ""Destaque"", ""Rio de Janeiro""]",Macaé/RJ.,,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""crime_eleitoral""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-corrupcao-na-alfandega-do-porto-do-rio-ee75a8f8.md,"PF, Gaeco/MPF e RFB deflagram operação contra corrupção no Porto do Rio","Operação Mare Liberum apura envolvimento de importadores, de despachantes e de servidores públicos que atuavam na facilitação de contrabando e de descaminho",28/04/2026,28/04/2026,"[""Operação PF"", ""corrupção"", ""porto"", ""Destaque"", ""Rio de Janeiro""]",Rio de Janeiro/RJ.,Mare Liberum,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""lavagem_dinheiro"", ""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""bloqueio_bens""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-contra-a-ordem-economica-1fc7a091.md,PF deflagra Operação para combater crime contra a ordem econômica,Foram cumprido 6 mandados de busca a apreensão para apurar a existência de delitos,29/08/2023,,"[""SP"", ""Operação PF"", ""Organização Criminosa""]",São Paulo/SP.,Ciconia,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-descaminho-84876e04.md,PF deflagra operação para combater crime de descaminho,Ação visa desarticular quadrilha de vendas de eletrônicos descaminhados pela internet,25/07/2022,,"[""Operação PF"", ""Foz do Iguaçu"", ""Descaminho""]",Foz do Iguaçu/PR.,Celular,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""atuacao_online"", ""desarticulacao_rede"", ""fronteira_transnacional"", ""comercializacao""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-descaminho-no-ceara-df6c8836.md,PF deflagra operação para combater crime de descaminho no Ceará,3 Mandados de Busca e Apreensão estão sendo cumpridos em Caucaia/CE.,17/08/2023,,"[""CE"", ""Operação PF"", ""Descaminho""]",Fortaleza/CE.,,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""atuacao_online"", ""cooperacao_interagencias"", ""comercializacao""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-moeda-falsa-no-acre-f0245e9b.md,PF deflagra operação para combater crime de moeda falsa no Acre,Investigações contaram com o apoio da área de segurança corporativa dos Correios,07/10/2025,,"[""Operação PF"", ""Polícia Federal"", ""Moeda falsa"", ""Acre""]",,Moeda Postal,crime_falsificacoes,Por crime,"[""falsificacoes""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-peculato-na-caixa-economica-federal-em-sc-034665c4.md,PF deflagra operação para combater crime de peculato na Caixa Econômica Federal em SC,A suspeita é de que a conduta criminosa tenha sido praticada por um servidor da própria agência,02/12/2024,03/12/2024,"[""Operação PF"", ""Peculato"", ""Mandado judicial"", ""investigação"", ""SC"", ""Santa Catarina""]",Florianópolis/SC.,Janus 2,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio""]","[""busca_apreensao"", ""cumprimento_mandado"", ""fiscalizacao""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-pornografia-infantil-no-piaui-4e4b0dbf.md,PF deflagra operação para combater crime de pornografia infantil no Piauí,Foram cumpridos 3 mandados no âmbito da Operação XMat,30/05/2019,07/11/2022,"[""Operação PF"", ""PI"", ""pornografia infantil""]",Teresina/PI -,XMat A Policia Federal,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-deflagra-operacao-para-combater-crime-de-trafico-internacional-de-arma-de-fogo-48cf048e.md,PF deflagra operação para combater crime de tráfico internacional de arma de fogo,"Mandados foramcumpridos em SC, RS e SP para desarticular rede criminosa que introduzia projéteis e acessórios de origem estrangeira no Brasil pela fronteira com a Argentina.",15/04/2025,,"[""Polícia Federal"", ""Operação PF"", ""Santa Catarina""]",Chapecó/SC,Projetil,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""crimes_armas""]","[""busca_apreensao"", ""fronteira_transnacional"", ""desarticulacao_rede"", ""comercializacao"", ""prisao""]",regex,0.922
pf-deflagra-operacao-para-combater-crimes-ambientais-na-resex-barreiro-das-antas-0cb8ed40.md,PF deflagra operação para combater crimes ambientais na RESEX Barreiro das Antas,"Durante quatro dias, foram realizadas atividades de patrulhamento terrestre e fluvial, diuturnamente",15/05/2024,15/05/2024,"[""Operação PF"", ""Polícia Federal"", ""Rondônia""]",Guajará-Mirim/RO.,Yapo,crimes_ambientais,Por crime,"[""crimes_ambientais""]",[],regex,0.95
pf-deflagra-operacao-para-combater-crimes-ambientais-na-terra-indigena-igarape-lage-em-rondonia-7b667666.md,PF deflagra operação para combater crimes ambientais na Terra Indígena Igarapé Lage em Rondônia,A área desmatada corresponde a mais de 120 estádios do Maracanã (RJ).,23/03/2024,,"[""Destaque"", ""Operação PF"", ""Crimes ambientais"", ""Rondônia""]",Guajará-Mirim/RO.,Wari,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias"", ""prisao""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-contra-a-administracao-publica-e-licitacao-8754ae41.md,PF deflagra a Operação Marasmo II para combater esquema de desvio de recursos públicos da saúde na PB,"A situação criminosa envolve dispensas indevidas de licitação, além de pagamentos sem cobertura contratual",18/09/2024,,"[""Operação PF"", ""Paraíba"", ""Desvio de recursos públicos"", ""Mandado de busca e apreensão"", ""Licitação"", ""Administração pública""]",Campina Grande/PB.,Marasmo II,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""organizacao_criminosa""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-contra-a-reserva-extrativista-chico-86ca189e.md,PF deflagra operação para combater crimes contra a Reserva Extrativista Chico Mendes,"Foram cumpridos dois mandados de busca e apreensão expedidos pela Justiça Federal no Estado do Acre, objetivando colher mais provas em relação aos fatos investigados e respectivos autores",12/08/2025,,"[""Acre"", ""Operação PF""]",Epitaciolândia/AC.,Terra Grabber,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""ameaca"", ""organizacao_criminosa""]","[""busca_apreensao"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-contra-o-inss-7922c303.md,PF deflagra operação para combater crimes contra o INSS,Ocorreu o cumprimento de um mandado de busca e apreensão e outro de suspensão do exercício de função pública,08/02/2023,,"[""Operação PF"", ""Presidente Prudente"", ""INSS""]",Presidente Prudente/SP,,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""crimes_ciberneticos_financeiros""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-contra-o-sistema-financeiro-nacional-3365e80c.md,PF deflagra operação para combater crimes contra o sistema financeiro nacional,Foi cumprido mandado de busca e apreensão contra homem supostamente envolvido na fraude,29/05/2024,,"[""Operação PF"", ""Polícia Federal"", ""Rondônia""]",Vilhena/RO.,,crimes_sistema_financeiro,Por crime,"[""crimes_sistema_financeiro""]","[""busca_apreensao""]",regex,0.908
pf-deflagra-operacao-para-combater-crimes-de-abuso-sexual-infantojuvenil-em-manaus-am-e007f2a5.md,PF deflagra operação para combater crimes de abuso sexual infantojuvenil em Manaus/AM,Ação resultou no cumprimento de mandado de prisão preventiva contra investigado por crimes praticados pela internet,31/01/2026,02/02/2026,"[""Operação PF"", ""Polícia Federal"", ""Abuso sexual infantil"", ""Mandado de busca e apreensão"", ""Amazonas""]",Manaus/AM.,Infancia Violada,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""cumprimento_mandado"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-de-abuso-sexual-infantojuvenil-no-rio-grande-do-sul-0bc57e9f.md,PF deflagra operação para combater crimes de abuso sexual infantojuvenil no Rio Grande do Sul,Ação contou com cinco mandados de busca e apreensão,11/12/2025,11/12/2025,"[""Operação PF"", ""Polícia Federal"", ""Abuso sexual infantojuvenil"", ""Rio Grande do Sul""]",Porto Alegre/RS.,Protecao Gaucha,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-de-moeda-falsa-em-passo-fundo-e-erechim-1ce43a8b.md,PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim,Operação Denarius investiga dois grupos familiares possivelmente responsáveis pela disseminação de cédulas falsas,29/03/2021,24/01/2023,"[""Operação PF"", ""Destaque"", ""Moeda falsa""]",,Denarius,crime_falsificacoes,Por crime,"[""falsificacoes"", ""organizacao_criminosa""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-eleitorais-em-caxias-ma-8e177dd5.md,PF deflagra operação para combater crimes eleitorais em Caxias/MA,A ação visou cumprir um mandado de busca e apreensão em local suspeito de movimentação atípica de veículos e pessoas.,06/10/2024,22/10/2025,"[""Operação PF"", ""crimes eleitorais"", ""Maranhão""]",,Secure Elections,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""lavagem_dinheiro"", ""crime_eleitoral"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-eleitorais-em-divino-sao-lourenco-es-1a08118f.md,PF deflagra operação para combater crimes eleitorais em Divino São Lourenço/ES,Foram cumpridos seis mandados de busca e apreensão,04/12/2025,,"[""Operação PF"", ""Espírito Santo""]",Cachoeiro de Itapemirim/ES.,Zona Suspeita,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""falsificacoes"", ""crime_eleitoral""]","[""busca_apreensao""]",regex,0.95
pf-deflagra-operacao-para-combater-crimes-eleitorais-no-amazonas-86f7af5c.md,PF deflagra operação para combater crimes eleitorais no Amazonas,"Durante a Operação Caixa Alta, foram cumpridos nove mandados de busca e apreensão nas cidades de Manaus e Jutaí",12/06/2025,,"[""Operação PF"", ""Polícia Federal"", ""Amazonas""]",Manaus/AM.,Caixa Alta,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""lavagem_dinheiro"", ""falsificacoes"", ""crime_eleitoral""]","[""busca_apreensao""]",regex,0.95
